PM2_5,PM10,SO2,NO2,CO,O3,lat,lng,U,V
1.46,1.58,0.85,0.36,0.17,44.63,40.95,102.24,6.93,-2.13
1.45,1.57,0.84,0.35,0.17,44.98,40.95,102.42,7.3,-1.96
1.42,1.54,0.81,0.34,0.17,46.03,40.96,102.59,7.83,-1.86
1.42,1.54,0.8,0.33,0.17,45.91,40.96,102.77,8.62,-1.83
1.42,1.54,0.79,0.33,0.17,45.38,40.96,102.95,9.4,-2.01
1.42,1.54,0.8,0.33,0.17,43.33,40.97,103.13,9.72,-2.36
1.41,1.53,0.8,0.33,0.17,42.57,40.97,103.31,9.84,-2.61
1.4,1.52,0.8,0.34,0.17,42.38,40.97,103.48,9.73,-2.7
1.39,1.5,0.8,0.35,0.17,42.25,40.97,103.66,9.2,-2.5
1.37,1.49,0.8,0.37,0.17,41.51,40.97,103.84,9.07,-2.32
1.36,1.47,0.8,0.42,0.17,41.35,40.97,104.02,9.04,-2.17
1.38,1.5,0.82,0.48,0.17,41.81,40.98,104.2,8.82,-2.38
1.4,1.52,0.83,0.52,0.17,41.81,40.98,104.38,9.22,-2.98
1.4,1.52,0.84,0.48,0.17,42.1,40.98,104.55,9.77,-3.58
1.4,1.52,0.84,0.48,0.17,42.27,40.98,104.73,9.9,-3.71
1.4,1.52,0.84,0.5,0.17,42.45,40.98,104.91,9.93,-3.59
1.38,1.5,0.82,0.55,0.17,43.65,40.98,105.09,9.72,-3.36
1.34,1.46,0.81,0.52,0.17,43.78,40.98,105.27,9.15,-3
1.31,1.44,0.83,0.52,0.17,44.49,40.98,105.45,8.61,-2.47
1.3,1.43,0.86,0.57,0.17,45.13,40.98,105.62,8.24,-2.23
1.24,1.36,0.9,0.73,0.17,45.68,40.98,105.8,7.94,-2.59
1.13,1.25,0.91,0.6,0.17,48.11,40.97,105.98,7.64,-2.88
1.07,1.19,0.93,0.46,0.17,49.84,40.97,106.16,8.15,-3.02
1.09,1.21,0.99,0.48,0.17,50.8,40.97,106.34,10.66,-4.54
1.46,1.67,1.5,0.76,0.17,50.43,40.97,106.52,13.75,-7.01
3.91,4.67,4.31,2.11,0.19,47.47,40.97,106.69,13.38,-7.23
6.95,8.47,8.44,3.97,0.23,45.04,40.97,106.87,8.32,-3.62
9.54,11.84,13.48,6.23,0.26,42.64,40.96,107.05,4.04,-0.52
9.76,12.18,14.67,6.86,0.26,41.91,40.96,107.23,3.76,-0.67
9.49,11.81,14.06,6.59,0.26,42.06,40.96,107.41,4.45,-1.2
5.33,6.33,4.36,2.82,0.22,45.38,40.95,107.58,4.47,-1.21
5.25,6.19,3.98,2.69,0.22,45.63,40.95,107.76,4.31,-0.91
6.67,7.93,5.59,3.45,0.24,44.44,40.95,107.94,4.19,-0.57
9.35,11.22,8.89,4.87,0.26,42.24,40.94,108.12,4.11,-0.3
10.93,13.25,11.67,6.09,0.28,40.2,40.94,108.3,4.07,-0.02
10.15,12.28,10.2,5.62,0.27,39.94,40.93,108.47,4,0.23
7.77,9.31,6.33,3.96,0.24,41.16,40.93,108.65,3.87,0.84
2.54,3.31,2.12,1.17,0.2,52.63,40.93,108.83,3.57,1.39
3.61,4.24,2.15,1.54,0.2,44.95,40.92,109.01,2.96,1.37
3.39,3.97,1.97,1.39,0.2,45.42,40.92,109.19,2.62,1.59
3.25,3.82,1.88,1.33,0.2,45.96,40.91,109.37,3.26,1.74
3.62,4.33,1.99,1.45,0.27,45.84,40.9,109.54,3.72,1.3
4.08,4.99,2.24,1.59,0.36,46.04,40.9,109.72,2.64,1.08
4.73,5.93,2.75,1.81,0.46,45.79,40.89,109.9,1.19,1.74
6.83,9.14,6.14,3.18,0.84,44.41,40.89,110.08,0.69,1.85
5.55,7.36,4.24,2.4,0.71,46.81,40.88,110.25,1.11,1.21
4.58,6.09,3.24,1.85,0.59,50.24,40.87,110.43,2.78,0.77
4.02,5.35,2.82,1.55,0.53,52.17,40.87,110.61,4.97,0.84
3.75,5.02,2.63,1.38,0.5,53.54,40.86,110.79,5.64,1.09
3.5,4.69,2.53,1.27,0.49,55.02,40.85,110.97,4.4,0.37
3.83,5.37,2.91,1.39,0.57,54.09,40.84,111.14,2.65,-0.19
4.21,6.26,3.49,1.57,0.7,53.63,40.84,111.32,1.86,-0.4
8.96,18.21,18.8,6.52,2.47,58.13,40.83,111.5,1.82,-1.12
12.67,28.18,27.22,10.19,3.97,59.87,40.82,111.68,1.35,-1.9
9.27,19.5,12.08,5.15,2.54,55.9,40.81,111.85,1.08,-0.65
8.65,17.7,8.64,3.94,2.27,53.43,40.8,112.03,1.84,1.76
10.05,19.9,9.19,4.23,2.55,52.23,40.79,112.21,3.61,4.03
8.87,17.19,7.54,3.62,2.24,50.4,40.78,112.39,5.86,4.61
7.68,14.65,7.54,4.61,1.94,49.46,40.77,112.56,6.13,3.42
6.51,12.1,6.37,4.19,1.59,48.53,40.76,112.74,5.1,2.91
6.31,10.84,5.9,3.66,1.36,48.03,40.75,112.92,5.63,4.65
7.62,11.95,7.88,4.18,1.36,46.94,40.74,113.1,5.65,5.2
7.5,11.26,8.16,3.58,1,50.75,40.73,113.27,4.32,5.07
9.49,12.96,11.61,3.87,0.89,49.51,40.72,113.45,4.59,6.48
11.16,14.02,17.11,4.13,0.81,48.47,40.71,113.63,6.62,7.57
12.46,15.06,23.4,4.34,0.69,48.97,40.7,113.8,6.52,6.53
11.52,13.74,23.75,3.95,0.25,51.07,40.69,113.98,3.21,3.14
11.13,13.56,22.93,3.9,0.25,52.22,40.68,114.16,0.75,-2.1
12.2,15.37,25.76,4.73,0.26,53.42,40.67,114.33,-0.21,-3.38
14.87,20.23,35.09,6.5,0.28,55.27,40.66,114.51,-0.55,-1.36
17.37,24.52,46.41,9.8,0.3,59.45,40.64,114.69,-0.75,1.53
20.49,28.3,55.49,14.12,0.39,65.75,40.63,114.87,-0.82,1.98
19.25,25.28,47.76,13.39,0.4,65.65,40.62,115.04,-0.89,0.47
15.93,21.41,35.57,10.02,0.36,61.51,40.61,115.22,-2.1,-0.16
12.39,16.53,22.39,7.18,0.33,56.2,40.59,115.4,-2.53,0.94
9.64,12.43,14.67,5.37,0.29,52.41,40.58,115.57,-0.88,2.61
8.43,11.1,9.52,4.43,0.29,49.41,40.57,115.75,0.47,1.75
7.78,10.08,6.94,3.77,0.29,48.42,40.55,115.92,0.26,-0.13
10.54,14.11,7.12,4.47,0.38,47.71,40.54,116.1,-0.42,-0.31
9.44,11.47,5.27,4.85,0.38,46.35,40.52,116.28,-0.69,1.44
12.38,15.19,6.17,7.2,0.48,44.24,40.51,116.45,-0.05,1.71
18.04,22.29,9.41,11.39,0.61,42.15,40.49,116.63,0.54,-0.66
19.12,24.06,9.56,12.39,0.59,41.05,40.48,116.81,0.49,-2.09
11.44,14.42,6.16,8.27,0.4,46.2,40.47,116.98,0.23,-1.14
17.29,20.59,8.7,14.96,0.52,40.8,40.45,117.16,-0.98,1.43
13.17,15.52,6.92,12.81,0.41,42.14,40.43,117.33,-1.58,2.51
15.19,17.63,9.91,13.66,0.44,42.95,40.42,117.51,-0.31,2.27
18.92,22.43,13.99,17.62,0.5,42.25,40.4,117.69,0.28,1.48
19.97,23.62,16.03,19.38,0.52,42.57,40.39,117.86,-0.04,0.45
21.27,25.13,17.51,20.73,0.55,42.63,40.37,118.04,-0.23,-0.47
25.5,30.19,19.5,23.26,0.64,41.66,40.35,118.21,-1.07,-0.88
31.75,38.17,22.98,27.06,0.82,40.17,40.34,118.39,-1.94,0.52
48.81,61.44,46.91,42.04,1.62,36.18,40.32,118.56,-1.71,1.17
49.85,66.09,41.26,35.02,1.79,37.03,40.3,118.74,-0.96,1.35
53.62,75.03,42.84,34.63,2.12,35.74,40.28,118.91,-0.72,1.06
53.12,77.32,38.91,33.79,2.19,34.71,40.27,119.09,-1.11,1.28
51.52,77.78,37.66,34.97,2.23,34.48,40.25,119.26,-0.81,3.43
51.49,79.87,36.87,36.05,2.3,34.76,40.23,119.44,0.43,3.59
50.75,80.62,40.2,38.34,2.38,34.89,40.21,119.61,1.15,0.96
49.48,76.59,42.41,37.33,2.29,35.24,40.19,119.79,1.08,0.55
51.99,79.66,36.97,35.98,2.28,34.7,40.18,119.96,1.01,1.03
53.69,77.66,25.99,30.65,2.05,34.32,40.16,120.14,0.91,1.6
28.82,39.02,16.94,16.44,0.55,36.62,39.95,121.88,-5.86,7.64
41.61,57,25.98,20.63,0.84,29.21,39.93,122.06,-6.43,6.47
49.45,67.64,30.67,22.56,1.02,25.08,39.91,122.23,-5.65,4.63
46.88,62.86,31.12,21.75,0.96,25.75,39.89,122.4,-4.61,2.64
44.4,58.7,30.1,20.72,0.88,26.54,39.87,122.58,-4.57,1.73
45.58,59.79,31.52,21.26,0.87,25.75,39.84,122.75,-4.32,0.91
48.57,62.72,32.2,22.41,0.84,24.69,39.82,122.92,-3.79,0.82
50.65,63.65,29.19,23.03,0.76,24.47,39.8,123.1,-3.96,1.99
42.27,51.12,22.61,19.95,0.58,30.13,39.78,123.27,-4.34,3.03
46.89,55.21,22.8,22.01,0.59,26.56,39.75,123.44,-4.55,3.75
2.62,2.76,0.66,1.39,0.16,83.28,37.81,75.02,17.03,4.13
2.61,2.76,0.68,1.54,0.16,82.09,37.84,75.18,12.83,0.78
2.72,2.91,1.09,1.75,0.16,79.17,37.88,75.35,4.01,-6.79
2.68,2.87,1.14,1.7,0.16,78.97,37.92,75.51,10.26,-6.82
2.63,2.8,1,1.63,0.16,80.16,37.95,75.68,19.14,-4.89
2.58,2.75,0.92,1.66,0.16,78.64,37.99,75.84,16.86,-2.78
2.64,2.82,0.86,1.57,0.16,77.18,38.03,76.01,7.14,-1.75
3.03,3.25,0.9,1.41,0.16,78.67,38.06,76.17,0.86,-1.52
3.98,4.3,1.13,1.28,0.16,78.91,38.1,76.34,0.63,-0.73
5.85,6.36,1.68,1.34,0.18,78.61,38.14,76.51,1.47,-0.72
14.66,16.07,4.12,1.85,0.24,75.68,38.17,76.67,1.43,-1.85
35.06,38.72,9.82,4.12,0.39,69.81,38.21,76.84,0.9,-2.68
51.56,57.38,15.07,7.62,0.52,64.53,38.24,77.01,0.32,-2.71
63.56,71.49,20.91,11.77,0.62,58.32,38.28,77.17,-0.01,-2.1
58.82,66.37,20.77,11.73,0.59,57.18,38.31,77.34,-0.38,-1.45
40.89,45.75,12.85,6.73,0.45,60.58,38.35,77.51,-0.97,-0.99
27.15,29.92,7.06,2.95,0.34,61.67,38.38,77.67,-1.42,-0.77
20.61,22.5,5.14,1.48,0.29,60.38,38.42,77.84,-1.72,-0.87
17.63,19.16,4.33,1.01,0.27,59.14,38.45,78.01,-2.1,-0.88
15.69,17,3.81,0.75,0.26,58.25,38.48,78.17,-2.46,-0.88
14.26,15.42,3.42,0.59,0.25,57.75,38.52,78.34,-2.72,-0.89
13.2,14.26,3.15,0.5,0.25,57.78,38.55,78.51,-2.8,-0.9
12.38,13.38,2.95,0.45,0.24,58.22,38.59,78.68,-2.76,-0.88
11.76,12.71,2.8,0.42,0.24,58.69,38.62,78.84,-2.78,-0.86
11.31,12.23,2.7,0.4,0.24,58.95,38.65,79.01,-2.95,-0.85
10.98,11.9,2.61,0.41,0.24,58.85,38.68,79.18,-2.97,-0.88
10.74,11.65,2.55,0.42,0.24,58.62,38.72,79.35,-2.76,-0.96
10.61,11.54,2.53,0.44,0.24,58.38,38.75,79.52,-2.62,-0.91
10.51,11.45,2.51,0.47,0.24,58.18,38.78,79.69,-2.6,-0.88
10.38,11.33,2.49,0.5,0.24,58,38.81,79.86,-2.7,-0.89
10.03,10.95,2.41,0.51,0.24,57.76,38.84,80.02,-2.85,-0.74
9.69,10.58,2.35,0.55,0.24,57.58,38.88,80.19,-2.82,-0.63
9.45,10.33,2.31,0.53,0.24,57.54,38.91,80.36,-2.53,-0.75
9.31,10.18,2.3,0.47,0.24,57.68,38.94,80.53,-2.23,-0.93
9.02,9.88,2.26,0.43,0.24,58.01,38.97,80.7,-2.17,-1.02
8.56,9.38,2.19,0.4,0.23,58.47,39,80.87,-2.36,-1.01
8.06,8.84,2.1,0.39,0.23,58.05,39.03,81.04,-2.41,-0.93
7.43,8.15,1.98,0.36,0.23,57.48,39.06,81.21,-2.42,-0.86
6.7,7.34,1.83,0.32,0.22,56.84,39.09,81.38,-2.55,-0.79
5.74,6.27,1.64,0.25,0.21,56.42,39.12,81.55,-2.66,-0.75
4.94,5.39,1.49,0.22,0.21,56.03,39.15,81.72,-2.81,-0.79
4.43,4.83,1.4,0.22,0.21,55.48,39.18,81.89,-2.93,-0.81
4.11,4.49,1.34,0.23,0.2,54.73,39.21,82.06,-3,-0.76
3.83,4.18,1.29,0.24,0.2,54.04,39.24,82.23,-3.02,-0.72
3.55,3.87,1.23,0.26,0.2,53.4,39.26,82.4,-3.04,-0.67
3.23,3.51,1.16,0.27,0.2,52.69,39.29,82.57,-3.08,-0.52
3.07,3.34,1.13,0.32,0.2,51.92,39.32,82.74,-3.17,-0.34
2.97,3.23,1.12,0.36,0.2,51.23,39.35,82.91,-3.35,-0.16
2.9,3.16,1.1,0.38,0.2,50.6,39.38,83.08,-3.53,-0.02
2.84,3.09,1.09,0.37,0.2,50.09,39.4,83.26,-3.63,0.09
2.78,3.03,1.09,0.33,0.2,49.63,39.43,83.43,-3.68,0.17
2.74,2.98,1.08,0.26,0.2,49.14,39.46,83.6,-3.76,0.22
2.73,2.97,1.08,0.32,0.2,48.47,39.49,83.77,-3.92,0.25
2.74,2.98,1.08,0.28,0.2,47.87,39.51,83.94,-4.01,0.16
2.77,3.01,1.08,0.22,0.2,47.29,39.54,84.11,-3.89,0
2.81,3.06,1.09,0.13,0.2,46.73,39.56,84.28,-3.76,-0.08
2.87,3.12,1.1,0.12,0.2,46.13,39.59,84.46,-3.7,-0.09
2.94,3.19,1.11,0.11,0.2,45.6,39.62,84.63,-3.67,-0.04
3,3.25,1.12,0.11,0.2,45.15,39.64,84.8,-3.65,0.06
3.07,3.32,1.13,0.1,0.2,44.81,39.67,84.97,-3.66,0.13
3.13,3.39,1.14,0.1,0.2,44.59,39.69,85.15,-3.65,0.15
3.21,3.47,1.16,0.1,0.2,44.47,39.72,85.32,-3.56,0.13
3.3,3.57,1.18,0.11,0.2,44.39,39.74,85.49,-3.43,0.05
3.41,3.68,1.21,0.11,0.2,44.32,39.77,85.66,-3.41,-0.02
3.54,3.81,1.24,0.12,0.2,44.29,39.79,85.84,-3.58,0.02
3.69,3.96,1.27,0.14,0.2,44.35,39.82,86.01,-3.85,0.09
3.87,4.14,1.3,0.16,0.2,44.51,39.84,86.18,-4.06,-0.01
4.06,4.34,1.34,0.18,0.2,44.84,39.86,86.35,-4.03,-0.29
4.25,4.53,1.38,0.21,0.2,45.3,39.89,86.53,-3.95,-0.45
4.4,4.68,1.41,0.23,0.2,45.75,39.91,86.7,-4.05,-0.5
4.5,4.78,1.43,0.25,0.2,46.08,39.93,86.87,-4.22,-0.66
4.55,4.83,1.44,0.27,0.2,46.3,39.96,87.05,-4.37,-0.81
4.55,4.83,1.44,0.28,0.2,46.29,39.98,87.22,-4.64,-0.9
4.52,4.8,1.45,0.29,0.2,46.08,40,87.4,-4.98,-0.96
4.5,4.78,1.46,0.3,0.2,45.93,40.02,87.57,-5.3,-1.05
4.49,4.76,1.47,0.3,0.19,45.91,40.04,87.74,-5.57,-1.15
4.45,4.73,1.48,0.31,0.19,45.87,40.07,87.92,-5.66,-1.23
4.4,4.67,1.49,0.33,0.19,45.73,40.09,88.09,-5.68,-1.27
4.35,4.62,1.49,0.34,0.19,45.72,40.11,88.27,-5.85,-1.33
4.3,4.57,1.49,0.28,0.19,45.56,40.13,88.44,-6.05,-1.34
4.28,4.55,1.5,0.21,0.19,45.61,40.15,88.61,-6.3,-1.3
4.3,4.58,1.52,0.22,0.19,45.84,40.17,88.79,-6.55,-1.34
4.35,4.63,1.55,0.23,0.19,46.36,40.19,88.96,-6.69,-1.48
4.4,4.69,1.58,0.24,0.19,46.93,40.21,89.14,-6.83,-1.63
4.42,4.71,1.6,0.25,0.19,47.53,40.23,89.31,-7,-1.91
4.41,4.69,1.6,0.27,0.19,47.71,40.25,89.49,-7.1,-2.31
4.38,4.67,1.6,0.28,0.19,47.69,40.27,89.66,-7.04,-2.74
4.34,4.63,1.6,0.29,0.19,47.57,40.29,89.84,-6.81,-3.12
4.3,4.58,1.59,0.3,0.19,47.53,40.31,90.01,-6.48,-3.39
4.25,4.53,1.58,0.31,0.19,47.77,40.33,90.19,-6.11,-3.58
4.19,4.47,1.56,0.33,0.19,48.26,40.35,90.36,-5.69,-3.64
4.09,4.36,1.53,0.34,0.19,48.95,40.36,90.54,-5.12,-3.52
3.96,4.21,1.49,0.36,0.19,49.84,40.38,90.71,-4.38,-3.22
3.77,4.01,1.43,0.35,0.19,50.97,40.4,90.89,-3.58,-2.68
3.48,3.71,1.33,0.3,0.19,52.19,40.42,91.06,-3.01,-1.87
3.11,3.31,1.2,0.22,0.18,52.82,40.44,91.24,-3.15,-0.54
2.81,3,1.09,0.16,0.18,52.28,40.45,91.41,-4.06,0.77
2.72,2.91,1.07,0.16,0.18,51.99,40.47,91.59,-5.3,0.91
2.72,2.91,1.06,0.16,0.18,52.29,40.49,91.77,-5.82,0.39
2.74,2.93,1.07,0.16,0.18,52.84,40.5,91.94,-5.24,-0.45
2.75,2.94,1.07,0.17,0.18,53.88,40.52,92.12,-4.53,-1.21
2.76,2.95,1.08,0.17,0.18,55.01,40.54,92.29,-4.3,-1.74
2.76,2.95,1.1,0.18,0.18,56.1,40.55,92.47,-4.2,-2.13
2.75,2.94,1.11,0.2,0.18,57.13,40.57,92.65,-3.68,-2.23
2.7,2.89,1.11,0.23,0.18,57.95,40.58,92.82,-3.05,-1.98
2.62,2.81,1.1,0.27,0.18,58.41,40.6,93,-2.85,-1.66
2.56,2.75,1.09,0.31,0.17,58.25,40.61,93.17,-3.16,-1.61
2.52,2.72,1.08,0.32,0.17,57.61,40.63,93.35,-3.94,-2.13
2.51,2.72,1.08,0.32,0.17,57.36,40.64,93.53,-4.53,-2.79
2.54,2.75,1.09,0.31,0.17,57.22,40.66,93.7,-3.83,-3.28
2.59,2.8,1.11,0.31,0.18,57.18,40.67,93.88,-1.98,-3.42
2.6,2.81,1.12,0.33,0.18,57.23,40.69,94.06,-0.59,-2.88
2.59,2.8,1.13,0.34,0.18,57.22,40.7,94.23,-0.6,-2.3
2.59,2.8,1.14,0.36,0.18,57.18,40.71,94.41,-0.89,-2.28
2.61,2.83,1.15,0.38,0.18,56.78,40.73,94.59,-0.59,-2.42
2.64,2.85,1.16,0.43,0.18,56.1,40.74,94.76,-0.27,-2.13
2.64,2.86,1.19,0.5,0.18,55.29,40.75,94.94,-0.43,-1.62
2.65,2.89,1.23,0.62,0.18,54.51,40.76,95.12,-0.8,-1.5
2.7,2.95,1.29,0.72,0.18,53.93,40.78,95.3,-0.83,-1.78
2.82,3.1,1.41,0.89,0.18,53.46,40.79,95.47,-0.55,-1.7
2.91,3.21,1.61,1.08,0.18,53.27,40.8,95.65,-0.31,-1.61
2.75,3.03,1.43,0.89,0.18,53.41,40.81,95.83,-0.09,-1.46
2.55,2.78,1.24,0.68,0.18,53.51,40.82,96,0.37,-1.27
2.4,2.6,1.12,0.56,0.18,53.27,40.84,96.18,0.93,-1.28
2.31,2.5,1.05,0.5,0.17,53.16,40.85,96.36,1.46,-1.36
2.26,2.44,1.03,0.48,0.17,52.13,40.86,96.54,2,-1.23
2.2,2.38,1.01,0.45,0.17,51.54,40.87,96.71,2.42,-1.01
2.17,2.34,0.99,0.43,0.17,51.14,40.88,96.89,2.94,-0.89
2.14,2.31,0.97,0.37,0.17,50.71,40.89,97.07,3.71,-0.69
2.13,2.29,0.96,0.35,0.17,50.4,40.9,97.25,4.11,-0.19
2.12,2.28,0.95,0.33,0.17,50.3,40.91,97.42,4.08,0.16
2.1,2.26,0.95,0.32,0.17,50.22,40.92,97.6,3.83,-0.04
2.09,2.25,0.96,0.31,0.17,50.35,40.93,97.78,3.29,-0.65
2.09,2.25,0.97,0.3,0.17,50.59,40.94,97.96,2.85,-1.15
2.06,2.22,0.96,0.31,0.17,50.44,40.95,98.13,2.9,-1.36
2.02,2.17,0.95,0.32,0.17,50.58,40.95,98.31,3.01,-1.5
1.98,2.13,0.95,0.37,0.17,50.73,40.96,98.49,2.84,-1.85
1.95,2.09,0.93,0.41,0.17,50.9,40.97,98.67,2.82,-2.07
1.9,2.04,0.91,0.35,0.17,51.11,40.98,98.85,3.18,-2.25
1.85,1.99,0.89,0.35,0.17,50.76,40.99,99.02,3.59,-2.52
1.81,1.95,0.89,0.43,0.17,49.32,40.99,99.2,3.47,-2.86
1.75,1.88,0.86,0.49,0.17,48.15,41,99.38,2.67,-3.09
1.71,1.84,0.84,0.43,0.17,47.09,41.01,99.56,2.04,-3.28
1.71,1.84,0.88,0.42,0.17,45.22,41.01,99.74,2.15,-3.7
1.73,1.88,0.95,0.47,0.17,43.98,41.02,99.91,2.6,-4
1.82,2,1.18,0.65,0.17,43.71,41.03,100.09,2.88,-4.01
1.89,2.11,1.41,0.85,0.17,43.11,41.03,100.27,3.15,-3.94
1.82,2.04,1.44,0.85,0.17,42.97,41.04,100.45,3.66,-3.86
1.65,1.84,1.36,0.69,0.17,42.28,41.04,100.63,4.24,-3.81
1.46,1.6,0.97,0.52,0.17,42.38,41.05,100.81,4.68,-3.73
1.38,1.5,0.85,0.46,0.17,42.53,41.06,100.98,4.99,-3.59
1.33,1.45,0.78,0.42,0.17,42.96,41.06,101.16,5.13,-3.35
1.33,1.45,0.76,0.4,0.17,43.67,41.06,101.34,5.13,-2.99
1.38,1.5,0.77,0.38,0.17,44.87,41.07,101.52,5.37,-2.61
1.41,1.53,0.79,0.37,0.17,44.83,41.07,101.7,6.03,-2.36
1.41,1.52,0.8,0.36,0.17,45.06,41.08,101.88,6.66,-2.17
1.4,1.52,0.8,0.36,0.17,45.19,41.08,102.05,7.03,-1.98
1.4,1.51,0.8,0.35,0.17,45.12,41.09,102.23,7.32,-1.77
1.4,1.52,0.81,0.35,0.17,44.97,41.09,102.41,7.66,-1.6
1.41,1.53,0.81,0.35,0.17,44.88,41.09,102.59,8.13,-1.47
1.42,1.54,0.8,0.35,0.17,45.19,41.09,102.77,8.81,-1.43
1.42,1.54,0.78,0.35,0.17,44.7,41.1,102.95,9.45,-1.62
1.4,1.52,0.76,0.36,0.17,44.38,41.1,103.13,9.8,-1.88
1.37,1.48,0.75,0.36,0.17,44.17,41.1,103.3,9.97,-2.09
1.34,1.45,0.74,0.37,0.17,44.06,41.1,103.48,10.09,-2.37
1.31,1.42,0.73,0.39,0.17,43.68,41.11,103.66,10.2,-2.51
1.27,1.38,0.74,0.41,0.17,43.24,41.11,103.84,10.26,-2.43
1.24,1.34,0.75,0.48,0.17,42.78,41.11,104.02,9.81,-2.25
1.25,1.35,0.77,0.51,0.17,42.78,41.11,104.2,9.13,-2.15
1.3,1.41,0.8,0.49,0.17,43.2,41.11,104.38,9.17,-2.24
1.33,1.44,0.81,0.44,0.17,43.35,41.11,104.55,9.73,-2.64
1.35,1.47,0.82,0.42,0.17,43.31,41.11,104.73,10.12,-2.91
1.36,1.48,0.84,0.41,0.17,42.66,41.11,104.91,10.37,-2.89
1.33,1.45,0.81,0.41,0.17,43.3,41.11,105.09,10.29,-2.74
1.31,1.43,0.82,0.44,0.17,43.08,41.11,105.27,9.87,-2.45
1.28,1.41,0.83,0.47,0.17,43.91,41.11,105.45,9.34,-2.11
1.28,1.41,0.87,0.57,0.17,44.94,41.11,105.62,8.64,-1.84
1.22,1.34,0.9,0.76,0.17,46.25,41.11,105.8,8.19,-1.81
1.14,1.26,0.93,0.65,0.17,47.63,41.11,105.98,8.18,-1.73
1.11,1.24,0.96,0.52,0.17,49.05,41.11,106.16,8.38,-1.37
1.16,1.29,1,0.57,0.17,49.42,41.11,106.34,9.51,-1.79
1.08,1.2,1.01,0.56,0.16,48.94,41.1,106.52,12.11,-3.92
1.19,1.34,1.28,0.67,0.17,49.5,41.1,106.7,14.76,-6.28
2.02,2.38,2.43,1.23,0.18,48.05,41.1,106.87,13.73,-5.7
3.96,4.82,5.36,2.7,0.2,46.33,41.1,107.05,7.49,-2.56
3.99,4.75,3.77,2.29,0.2,45.77,41.09,107.23,2.91,-1.28
3.74,4.37,2.5,1.79,0.2,45.97,41.09,107.41,2.92,-1.9
3.43,3.99,2.16,1.63,0.2,46.01,41.09,107.59,3.21,-1.97
3.85,4.49,2.55,1.76,0.21,45.59,41.09,107.77,3.05,-1.56
5.12,6.04,4.07,2.39,0.22,44.55,41.08,107.95,2.85,-1.28
7.81,9.4,8.1,4.04,0.25,42.38,41.08,108.12,2.8,-1.31
10.85,13.45,15.41,6.97,0.28,38.75,41.07,108.3,3.06,-0.99
8.48,10.41,10.55,5.25,0.26,39.71,41.07,108.48,3.37,-0.4
5.24,6.26,4.55,2.88,0.22,41.88,41.06,108.66,3.47,0.06
3.72,4.38,2.53,1.83,0.2,42.44,41.06,108.84,3.25,0.34
3.48,4.08,2.11,1.52,0.2,43.73,41.06,109.02,2.91,0.32
3.28,3.84,1.93,1.36,0.2,44.98,41.05,109.19,2.99,1.18
3.04,3.57,1.8,1.27,0.2,45.77,41.04,109.37,3.62,1.92
3.45,4.13,1.93,1.39,0.26,45.74,41.04,109.55,3.83,1.91
3.96,4.86,2.15,1.52,0.35,46.19,41.03,109.73,3.32,1.61
4.48,5.61,2.51,1.68,0.44,46.13,41.03,109.91,2.5,2.21
7.26,9.81,7.15,3.44,0.88,44,41.02,110.09,1.69,3.15
6.17,8.23,4.82,2.63,0.79,44.9,41.01,110.26,2.04,3.59
5.56,7.45,3.89,2.2,0.71,46.81,41.01,110.44,4.21,3.59
4.88,6.56,3.36,1.86,0.63,48.7,41,110.62,6.64,3.3
4.45,6.02,3.06,1.63,0.58,50.33,40.99,110.8,7.15,3.02
4.19,5.64,2.88,1.49,0.56,51.11,40.99,110.98,5.92,2.83
4.01,5.6,3.01,1.43,0.57,52.21,40.98,111.15,3.92,2.67
4.3,6.32,3.69,1.63,0.69,52.36,40.97,111.33,2.21,2.13
6.13,11.4,10.88,3.93,1.49,55.17,40.96,111.51,1.92,1.16
7,14.29,13.63,5.09,1.95,55.91,40.95,111.69,1.71,-0.92
5.34,10.07,6.73,2.85,1.29,52.98,40.95,111.87,1.56,-1.34
4.46,8.07,4.04,1.92,1.02,51.31,40.94,112.04,2.52,0.8
4.74,8.49,3.76,1.95,1.1,49.96,40.93,112.22,3.95,3.86
4.65,8.13,3.45,1.9,1.08,48.88,40.92,112.4,5.25,4.43
5.16,9.14,4.97,3.13,1.23,48.89,40.91,112.58,5.98,3.45
4.9,8.53,4.43,2.78,1.12,48.44,40.9,112.75,6.46,4.38
5.4,8.86,5.26,2.84,1.1,48.21,40.89,112.93,6.74,5.71
8.15,12.57,11.14,4.65,1.36,46.66,40.88,113.11,5.8,5.45
5.42,8.32,7.36,2.88,0.72,54.52,40.87,113.29,4.8,4.96
8.61,11.75,12.33,3.77,0.8,49.17,40.86,113.46,5.47,5.2
11.33,14.09,19.04,4.21,0.78,47.96,40.85,113.64,5.45,4.87
14.12,16.94,30.05,4.78,0.7,48.94,40.84,113.82,2.54,3.15
12.69,15.11,27.18,4.15,0.26,51.01,40.82,114,0.03,1.41
10.75,12.99,20.27,3.48,0.25,52.13,40.81,114.17,-0.99,-0.93
10.3,12.52,17.03,3.38,0.24,52.52,40.8,114.35,-1.73,-2.15
11.32,14.19,16.61,3.95,0.25,53.81,40.79,114.53,-1.66,-2.91
17.03,23.28,42.21,8.69,0.29,61.88,40.78,114.7,-1.55,-1.33
